date,title,description,best_result_raw,best_result_display,score_type,barbell_lift,set_details,notes,rx_or_scaled,pr,
02/08/2022,Snatch Pull + Snatch + OHS 6x1,Snatch Pull + Snatch + OHS for load: #1: 1 rep #2: 1 rep #3: 1 rep #4: 1 rep #5: 1 rep #6: 1 repComplex: Snatch-Grip Pull + Snatch + Overhead Squat*See notes for Rep ROE,167,167,Load,Snatch Pull + Snatch + OHS,"[{""load"":137,""success"":true},{""load"":157,""success"":false},{""load"":157,""success"":true},{""load"":177,""success"":false},{""load"":147,""success"":true},{""load"":167,""success"":true}]",Lingering #CNStrogen #KnockedLoose 157 miss w/o lifters/tape. got my shit together geared-up @beltless & got it done. 177 didnt have the 🧨 so backed off. 167 felt easy. better day when I can feel my appendages ☝️🥶 >+= BW @RPE5-7 🤫,RX,,
02/08/2022,DE Finisher,"A1) Banded Pull Downs 3 x 25, Rest 60sA2) Banded Reverse Hyper 3 x 25, Rest 60s",105,105,Reps,,"[{""reps"":25},{""reps"":25},{""reps"":15},{""reps"":15},{""reps"":10},{""reps"":15}]",30# Banded Tri Extensions & Banded GMs,SCALED,,
02/08/2022,Conditioning,OTM 12:• EVEN: 30/20 lb. Ball Slam – 12 Reps• ODD: 7/10 cal Bike/Row*Score is average times for cals,35.5,0:35.5,Time,,"[{""mins"":0,""secs"":37},{""mins"":0,""secs"":47},{""mins"":0,""secs"":40},{""mins"":0,""secs"":38},{""mins"":0,""secs"":30},{""mins"":0,""secs"":21}]",@EchoBike @30lbDBall Rxd raw as warm-up 🥶🌡️💥,RX,,
02/09/2022,DE Bench Press 9x3,DE Bench Press for load: #1: 3 reps @ 40% #2: 3 reps @ 40% #3: 3 reps @ 40% #4: 3 reps @ 40% #5: 3 reps @ 40% #6: 3 reps @ 40% #7: 3 reps @ 40% #8: 3 reps @ 40% #9: 3 reps @ 40%Bench Against Bands/Chains.*See notes for ROE,135,135,Load,DE Bench Press,"[{""load"":135,""success"":true},{""load"":135,""success"":true},{""load"":135,""success"":true},{""load"":135,""success"":true},{""load"":135,""success"":true},{""load"":135,""success"":true},{""load"":135,""success"":true},{""load"":135,""success"":true},{""load"":135,""success"":true}]",#LightenedMethod @50# bands 🧨🏋️🤘,RX,,
02/09/2022,DE Front Box Squat 5x3,DE Front Box Squat for load: #1: 3 reps @ 50% #2: 3 reps @ 50% #3: 3 reps @ 50% #4: 3 reps @ 50% #5: 3 reps @ 50%Dynamic Effort Front Rack Box Squat*See notes for ROE,215,215,Load,DE Front Box Squat,"[{""load"":215,""success"":true},{""load"":215,""success"":true},{""load"":215,""success"":true},{""load"":215,""success"":true},{""load"":215,""success"":true}]","185+35 chains ⛓️ @50lb bands💙 #LightenedMethod off 2.75"" 35# Hi-Temps to 17.5"" bench 14.75"" 🧨🏋️🤘",RX,,
02/09/2022,DE Accessory,150 of Each:• Banded Facepull-aparts• Banded Pushdowns,150,150,Reps,,"[{""reps"":75},{""reps"":75}]",b/t ChairForce sessions throughout day,RX,,
02/09/2022,Pull-Ups,Clusters: 5 x 2.2.2 (10s) *Rest 2min. +Weight if able (note loads),26,26,Reps,,"[{""reps"":6},{""reps"":6},{""reps"":6},{""reps"":4},{""reps"":4}]",banded 30# @rings 2.2.2 & 1.1.2,RX,,
02/10/2022,Aerobic Capacity,"Bike, Row, Jog, Sled Drag x 30-45 Minutes @130-150BPM* (wear HRM):*Score is time in THR zone @RPE3-4--see notes**30-mins is the Minimum Effective Dose",2400,40:00:00,Time,,"[{""mins"":40,""secs"":0}]","@NorthsideTrng += Sled, Rings, KB Snatch/FCs, ATP, Rev Hypers, RDLs, PCs, HSW, BPAs. Kept HR @12/:05 approx 144bpm❤️‍🔥🤘",RX,,
02/11/2022,Accessory Work,"Banded Pull-Through: 4 x 25. No Rest, directly into Pallof Iso-Holds*Ref notes",50,50,Reps,,"[{""reps"":25},{""reps"":25}]",65# 💚 band,RX,,
02/11/2022,DE Box Squat 10x2,"DE Box Squat for load: #1: 2 reps @ 50% #2: 2 reps @ 50% #3: 2 reps @ 50% #4: 2 reps @ 50% #5: 2 reps @ 50% #6: 2 reps @ 50% #7: 2 reps @ 50% #8: 2 reps @ 50% #9: 2 reps @ 50% #10: 2 reps @ 50%Back Squat to 14-18"" Box*See notes for ROE",225,225,Load,DE Box Squat,"[{""load"":225,""success"":true},{""load"":225,""success"":true},{""load"":225,""success"":true},{""load"":225,""success"":true},{""load"":225,""success"":true},{""load"":225,""success"":true},{""load"":225,""success"":true},{""load"":225,""success"":true},{""load"":225,""success"":true},{""load"":225,""success"":true}]","+35# chains ⛓️ @260# total, all reps to bench w/ 2"" deficit to 15# Hi-Temps 🧨🤘",RX,,
02/11/2022,DE Deadlift 5-4-3-5,DE Deadlift for load: #1: 5 reps @ 65% #2: 4 reps @ 70% #3: 3 reps @ 72% #4: 5 reps @ 75%Conventional Deadlift w/ Bands*Ref notes for band ROEDEMO (SUMO DL): https://youtu.be/FNHEoQRsl7E,277,277,Load,DE Deadlift,"[{""load"":227,""success"":true},{""load"":257,""success"":true},{""load"":277,""success"":true},{""load"":277,""success"":true}]",All reps @Raw @Beltless #NoGrind loading logged @str8w8 += AccRes 13.5-11% 30# band ♥️🧨🤘,RX,,
02/11/2022,Conditioning,"9-7-5 for time of:• 6"" Target Burpees • Push Press (no rack) @70%• Strict Pull Ups",495,8:15,Time,,"[{""mins"":8,""secs"":15}]","All burps UB, PP @145# & strictPullz => 5+4/4+3/5 UB. 🎯Get this all UB when not so 🥶 -= Had to pause to put 🧤 on #Redo",RX,,
02/12/2022,Warm-up,Complete 3 rounds for quality:• 20 Banded Good Mornings• 10 Banded Face-Pulls• 5 Plyo Push Ups,3,3,Rounds + Reps,,"[{""reps"":0,""rnds"":3}]","1) BGMs + OJF (~25#) on shoulders, 10.10.10 BPAs, 5 Plyo P-ups + OJF @RPE32) BGMs + WJF (~40#) on shoulders, 10.10.10 BPAs, 5 Plyo P-ups + WJF @RPE53) BGMs + AJF (~55#) on shoulders, 10.10.10 BPAs, 5 Plyo P-ups + AJF @RPE7 #Ro3Kids🥰",RX,,
02/14/2022,Back Squat 1+,Back Squat for reps* @80% 1RM*See notes for ROE,5,5,Reps,,"[{""reps"":5}]",@325 belted @RPE8 86.666% #5RMHBBS🤬Yeah🤘,RX,,
02/14/2022,💘 CUPID LADDER 😈,AMRAP 12 minutes:• 1 calorie Row/AirBike• 1 Hang Power Clean• 2 Front Rack Lunges*See notes for ROE,0,5+12/145,Other / Text,,"[{""other"":""5+12/145""}]",95/95/95/115/125/145❤️‍🔥🤘@130bpm avg @RPE4,RX,,
02/14/2022,Back Squat 5-3-1-5-3,Back Squat for load: #1: 5 reps @ 70% #2: 3 reps @ 75% #3: 1 rep @ 80% #4: 5 reps @ 75% #5: 3 reps @ 85%,315,315,Load,Back Squat,"[{""load"":255,""success"":true},{""load"":275,""success"":true},{""load"":300,""success"":true},{""load"":275,""success"":true},{""load"":315,""success"":true}]",#LightenedMethod 30# ♥️ bands,RX,,
02/15/2022,Conditioning,"Every 4:00 for 16 minutes, complete the following for working time:• 5 Shoulder-to-(strict) Overhead AHAP• 10 Toes-to-Bar• 200m Run / 10cal Row / 7cal Bike",870,14:30,Time,,"[{""mins"":4,""secs"":0},{""mins"":4,""secs"":0},{""mins"":3,""secs"":30},{""mins"":3,""secs"":0}]",#BasementWOD #Ro3Kids Opal 🤒35# DB 5+5 @RPE5/ strict TTBs (#Beast) / treadmill,RX,,
02/15/2022,Warm-up,AMRAP 8 min:• 8 KB Swings (53/35)• 3 Turkish Get-Ups*,4.008,4+8,Rounds + Reps,,"[{""reps"":8,""rnds"":4}]",w/ 40# Duffel Bag #Ro3Kids Opal sick🤒 @RPE4,RX,,
02/15/2022,Accessory,"Accumulate 100 Reps of each:1) Banded Triceps**Alternate between pushdown, single arm/double arm, and overhead.2) Banded Pull-aparts**Alternate grips",100,100,Reps,,"[{""reps"":100},{""reps"":100}]",@RPE5 💙 band 50#🤘,RX,,
02/16/2022,Snatch Pull 3x3,Snatch Pull for load: #1: 3 reps #2: 3 reps #3: 3 reps,225,225,Load,Snatch Pull,"[{""load"":185,""success"":true},{""load"":205,""success"":true},{""load"":225,""success"":true}]",#Raw @Strapd/Beltless part of 10x burpee couplet 3RFT/load,RX,,
02/16/2022,1RM Clean,"At the 10 minute mark, take 6 minutes to find a Heavy Clean.",225,225,Load,,"[{""load"":225,""success"":true}]",#Raw #Beltless 135/185/225 @RPE7,RX,,
02/16/2022,DE Front Box Squat 5x3,DE Front Box Squat for load: #1: 3 reps @ 55% #2: 3 reps @ 55% #3: 3 reps @ 55% #4: 3 reps @ 55% #5: 3 reps @ 55%Dynamic Effort Front Rack Box Squat*See notes for ROE,135,135,Load,DE Front Box Squat,"[{""load"":135,""success"":true},{""load"":135,""success"":true},{""load"":135,""success"":true},{""load"":135,""success"":true},{""load"":135,""success"":true}]","Off 35# Hi-Temps to 17.5"" bench @135 +45% Accommodated Resistance 30# bands ♥️+= 35# ⛓️🧨🤘",RX,,
02/16/2022,Floor Press 6x3,Floor Press for load: #1: 3 reps #2: 3 reps #3: 3 reps #4: 3 reps #5: 3 reps #6: 3 reps,225,225,Load,Floor Press,"[{""load"":135,""success"":true},{""load"":185,""success"":true},{""load"":215,""success"":true},{""load"":225,""success"":true},{""load"":215,""success"":true},{""load"":185,""success"":true}]",#PyramidSets @RPE7,RX,,
02/16/2022,Conditioning,"With a 10:00 Cap, complete for Time/Load:• 10 Bar-Over Burpees• 3 Snatch-Pulls**Add Weight",0,9:00/305#,Other / Text,,"[{""other"":""9:00/305#""}]",10/18510/22510/305 #3RM @strapd/beltless @RPE9,RX,,
02/17/2022,Active Recovery,"30-45 Minutes of Zone 1 Recovery Work*Choose between rowing, running, biking, swimming, light sled pull, etc..*Score is time in THR zone (wear HRM) translated to Session-RPE--see notes**30-mins is the Minimum Effective Dose",2400,40:00:00,Time,,"[{""mins"":40,""secs"":0}]",sled/hike 116bpm avg 140bpm max @RPE3,RX,,
02/18/2022,DE Push Press 6x3,DE Push Press for load: #1: 3 reps @ 65% #2: 3 reps @ 65% #3: 3 reps @ 65% #4: 3 reps @ 65% #5: 3 reps @ 65% #6: 3 reps @ 65%Push Press w/ bands or chains*See notes for ROE,135,135,Load,DE Push Press,"[{""load"":75,""success"":true},{""load"":75,""success"":true},{""load"":95,""success"":true},{""load"":115,""success"":true},{""load"":115,""success"":true},{""load"":135,""success"":true}]",str8w8 + 30# ♥️bands 🧨🤘,RX,,
02/18/2022,Warm-up,Complete 3 rounds for quality:• 20 Banded Good Mornings• 10 1-Leg KB RDL AHAP• 5 Plyo Push Ups,3,3,Rounds + Reps,,"[{""reps"":0,""rnds"":3}]",75+30# BGMz / 53# KBRDLz / 👏 P-ups @RPE2,RX,,
02/18/2022,DE Box Squat 10x2,"DE Box Squat for load: #1: 2 reps @ 55% #2: 2 reps @ 55% #3: 2 reps @ 55% #4: 2 reps @ 55% #5: 2 reps @ 55% #6: 2 reps @ 55% #7: 2 reps @ 55% #8: 2 reps @ 55% #9: 2 reps @ 55% #10: 2 reps @ 55%Back Squat to 14-18"" Box*See notes for ROE",223,223,Load,DE Box Squat,"[{""load"":133,""success"":true},{""load"":133,""success"":true},{""load"":133,""success"":true},{""load"":133,""success"":true},{""load"":133,""success"":true},{""load"":223,""success"":true},{""load"":223,""success"":true},{""load"":223,""success"":true},{""load"":223,""success"":true},{""load"":223,""success"":true}]",concentric off pins thru 5x w/ bamboo setup KBz += Chainz ⛓️💥 then shit got real after finished DE PP superset added all plates += 30 bands to bamboo setup @Rx bench @parallel 🧨🤘,SCALED,,
02/18/2022,Conditioning,"Then, 10 RFT:• 1 Sumo Deadlift against 20% resistance bands @75% 1RM DE DL• 30 Double Unders*Note load(s) in comments",1320,22:00,Time,,"[{""mins"":22,""secs"":0}]",#DIYTireSled @20-yd intervalz += snow ❄️ Accommodated Resistance 🥵🤘 @RPE4,SCALED,,
02/19/2022,Active Recovery,"00:00-10:001-Arm KB Farmer Carry AHAP for distance*Switch hands as needed10:00-40:00*Recovery row, bike, jog, sled drag/push.*you can mix and match pieces but this should be ""easy"" and drive your HR down.*Score is Meters/RPE--see notes for determining Session-RPE",0,2961/2,Other / Text,,"[{""other"":""2961/2""}]","6x40# water softener salt bags from garage to walkout in 15:00 += 17:00 hike in 6"" ❄️ 1.84mi total @118bpm avg 154bpm max @RPE3",RX,,
02/21/2022,Power Clean 8x2,Power Clean for load: #1: 2 reps #2: 2 reps #3: 2 reps #4: 2 reps #5: 2 reps #6: 2 reps #7: 2 reps #8: 2 reps,215,215,Load,Power Clean,"[{""load"":115,""success"":true},{""load"":135,""success"":true},{""load"":145,""success"":true},{""load"":165,""success"":true},{""load"":165,""success"":true},{""load"":185,""success"":true},{""load"":205,""success"":true},{""load"":215,""success"":true}]",85-90% topset @RPE8 🧨🤘,RX,,
02/21/2022,Back Squat 5-4-3-5-4-3,Back Squat for load: #1: 5 reps @ 72% #2: 4 reps @ 74% #3: 3 reps @ 76% #4: 5 reps @ 74% #5: 4 reps @ 76% #6: 3 reps @ 78%,305,305,Load,Back Squat,"[{""load"":275,""success"":true},{""load"":285,""success"":true},{""load"":295,""success"":true},{""load"":0,""success"":true},{""load"":0,""success"":true},{""load"":305,""success"":true}]","Feeling yesterdays Pokagon hike w/ lilO on my back, dialing tonnage back to a heavy triple @RPE7 81% #LightenedMethod ♥️ @bands 30#",RX,,
02/21/2022,Conditioning,Complete both AMRAPs for reps (Score is Sum Total each):1) AMRAP 5• 5 Clean & Jerks (135/95)• 5 Toes-to-Bar-Rest 3 Minutes-2) AMRAP 5• 10 DB/KB Snatches (50-ish/35)• 5 Box Jump (24/20),60,60,Reps,,"[{""reps"":0},{""reps"":60}]","KB SN @53# alt 5l/5r, BJs @24"" Got HR into peak/sustained & walked away, scaling volume/tonnage => #OPen22.1Taper 🤫 @RPE5",SCALED,,
02/22/2022,0.22,AMRAP in 22 minutes:22 Wall Ball Shots (20/14 lb)22 Power Snatches (75/55 lb)22 Box Jumps (24/20 in)22 Push Presses (75/55 lb)22 calorie Row,110,110,Reps,,"[{""reps"":110}]",1 Rd @ += 8+7+7 splits all movements cals @EchoBike 15-mins did accessories w/ remaining time @RPE4,RX,,
02/22/2022,Accessory,For quality:• 50 Banded Pull-aparts• 40 Banded Pushdowns• 30 Walking DB/KB OH Lunges (15 each arm) (light)• 20 Barbell Curls (empty bar),1,Yes,Checkbox,,"[{""boolean"":1}]",@RPE2,RX,,
02/22/2022,Handstand Push-ups (Strict): Max Reps,Handstand Push-ups (Strict): Max Reps,10,10,Reps,,"[{""reps"":10}]","@Rx+ 3"" deficit 45+15 Hi-Temps to Ab-Mat @RPE5",RX,,
02/22/2022,DE Deadlift 11x2,DE Deadlift for load: #1: 2 reps @ 50% #2: 2 reps @ 50% #3: 2 reps @ 50% #4: 2 reps @ 50% #5: 2 reps @ 50% #6: 2 reps @ 50% #7: 2 reps @ 50% #8: 2 reps @ 50% #9: 2 reps @ 50% #10: 2 reps @ 50% #11: 2 reps @ 50%Conventional Deadlift w/ Bands*Ref notes for band ROEDEMO (SUMO DL): https://youtu.be/FNHEoQRsl7E,205,205,Load,DE Deadlift,"[{""load"":205,""success"":true},{""load"":205,""success"":true},{""load"":205,""success"":true},{""load"":205,""success"":true},{""load"":205,""success"":true},{""load"":205,""success"":true},{""load"":205,""success"":true},{""load"":205,""success"":true},{""load"":205,""success"":true},{""load"":205,""success"":true},{""load"":205,""success"":true}]",30# ♥️ bands🧨🤘,RX,,
02/23/2022,Warm-up,EMOM 10E: 6 Burpee-to-Ring Inverted RowsO: Bottom Squat Hold against a band,1,Yes,Checkbox,,"[{""boolean"":1}]",@RPE2,RX,,
02/23/2022,Front Pause Squat 2x4,Front Pause Squat for load: #1: 4 reps @ 70% #2: 4 reps @ 70%,225,225,Load,Front Pause Squat,"[{""load"":135,""success"":true},{""load"":225,""success"":true}]",@FrontPauseBox #LightenedMethod 30# ♥️ bands,SCALED,,
02/23/2022,GPP,"Follow your heart today.For example: Hike wearing vest, Loaded Carries, #HardwoodPaysOff, Sandbag, TGUs, sled...something that gets you moving for quality for 20-30+ minutes @Session-RPE 3-4*Wear a Heart-Rate Monitor if applicable & log your accomplishments.More ideas:1) https://www.t-nation.com/training/predator-conditioning2) https://www.t-nation.com/training/running-man3) https://www.t-nation.com/training/the-very-best-20-minute-workouts",1680,28:00:00,Time,,"[{""mins"":28,""secs"":0}]",".52 mi #DIYTireSled drag unloaded, .3 mi loaded #HardwoodPaysOff 5x loads in sled from 🪵 pile 50 to the 🪵 shed @RPE3",RX,,
02/23/2022,DE Bench Press 4x4,DE Bench Press for load: #1: 4 reps @ 80% #2: 4 reps @ 80% #3: 4 reps @ 80% #4: 4 reps @ 80%Bench Against Bands/Chains.*See notes for ROE,225,225,Load,DE Bench Press,"[{""load"":135,""success"":true},{""load"":205,""success"":true},{""load"":225,""success"":true},{""load"":205,""success"":true}]","@Deadstop 2-3"" #LightenedMethod 30# ♥️ bands",RX,,
02/23/2022,Accessory,"• 4x25 Banded Reverse Hypers @50% of Todays Paused Front Squat, Rest 90 seconds",75,75,Reps,,"[{""reps"":25},{""reps"":25},{""reps"":25}]","sets 1-2 @50# 💙 band, 500m Row b/t sets, set 3 no resistance. @BCANGB gym during AIM-HI Cohort3 #Ro3 @RPE2",RX,,
02/23/2022,Pendlay Row 4x4,Pendlay Row for load: #1: 4 reps @ 80% #2: 4 reps @ 80% #3: 4 reps @ 80% #4: 4 reps @ 80%,205,205,Load,Pendlay Row,"[{""load"":205,""success"":true},{""load"":205,""success"":true},{""load"":205,""success"":true},{""load"":205,""success"":true}]",#LightenedMethod @30# ♥️ bands 🧨💥🏋️,RX,,
02/24/2022,Active Recovery,"30-45 Minutes of Zone 1 Recovery Work*Choose between rowing, running, biking, swimming, light sled pull, etc..*Score is total time in THR zone (wear HRM) @RPE2-3--see notes.**30-mins is the minimum effective dose",1920,32:00:00,Time,,"[{""mins"":32,""secs"":0}]",38:00 total #LISS Hike w/ 45#/25# vest 2.0 mi @120avg HR @RPE3 mixed in some hill sprints to peak into cardio zone,RX,PR,
02/25/2022,DE Push Press 6x3,DE Push Press for load: #1: 3 reps @ 70% #2: 3 reps @ 70% #3: 3 reps @ 70% #4: 3 reps @ 70% #5: 3 reps @ 70% #6: 3 reps @ 70%Push Press w/ bands or chains*See notes for ROE,140,140,Load,DE Push Press,"[{""load"":110,""success"":true},{""load"":110,""success"":true},{""load"":140,""success"":true},{""load"":130,""success"":true},{""load"":110,""success"":true},{""load"":110,""success"":true}]",str8w8 +-= 30# Bands #LightenedMethod += 35# Chainz ⛓️🧨🤘,RX,,
02/25/2022,Open 22.1,"Complete as many rounds as possible in 15 minutes of: • 3 wall walks• 12 dumbbell snatches• 15 box jump-overs♀ 35-lb dumbbell, 20-in box♂ 50-lb dumbbell, 24-in boxFor full equipment details, categories, and scoring options visit: https://games.crossfit.com/workouts/open/2022/22.1",189,189,Reps,,"[{""reps"":189}]","6 Rds + 9 reps @Foundationz =>3x 🐻 Crawlz 5 increments12x DB Snatchz 20#15x Box Step-up-overz 20"" @RPE7",SCALED,PR,
02/25/2022,DE Box Squat 8x2,"DE Box Squat for load: #1: 2 reps @ 60% #2: 2 reps @ 60% #3: 2 reps @ 60% #4: 2 reps @ 60% #5: 2 reps @ 60% #6: 2 reps @ 60% #7: 2 reps @ 60% #8: 2 reps @ 60%Back Squat to 14-18"" Box*See notes for ROE",250,250,Load,DE Box Squat,"[{""load"":250,""success"":true},{""load"":250,""success"":true},{""load"":250,""success"":true},{""load"":250,""success"":true},{""load"":250,""success"":true},{""load"":250,""success"":true},{""load"":250,""success"":true},{""load"":250,""success"":true}]",str8w8 30# Bands #LightenedMethod += 35# Chainz ⛓️🧨🤘,RX,,
02/28/2022,GPP,"Follow your heart today.For example: Hike wearing vest, Loaded Carries, #HardwoodPaysOff, Sandbag, TGUs, sled...something that gets you moving for quality for 20-30+ minutes @Session-RPE 3-4*Wear a Heart-Rate Monitor if applicable & log your accomplishments.More ideas:1) https://www.t-nation.com/training/predator-conditioning2) https://www.t-nation.com/training/running-man3) https://www.t-nation.com/training/the-very-best-20-minute-workouts",420,7:00,Time,,"[{""mins"":7,""secs"":0}]","#SickDaddyDaycareDay Scaling Conditioning Start of 6-wk+ #Sledvolution Day #1 =>@6x60m 1/4BW loaded on sled (45#) += sled weight (65#) for working time, rest :90-sec b/t rounds += 2:00+1:30+1:15+1:15+1:00+1:00 @RPE3",RX,PR,
02/28/2022,Box Squat 5-4-3-2-1-1-1,Box Squat for load: #1: 5 reps #2: 4 reps #3: 3 reps #4: 2 reps #5: 1 rep #6: 1 rep #7: 1 rep,405,405,Load,Box Squat,"[{""load"":225,""success"":true},{""load"":275,""success"":true},{""load"":315,""success"":true},{""load"":375,""success"":true},{""load"":405,""success"":true}]",#1RM 🤬Yeah @RPE8.5 not bad for a #SickDaddyDaycareDay 🤧 just moving weight AFAP🧨💥🤘during Opalz nap 🤫,RX,,
02/28/2022,Glute-Ham Raises 3x8+,Glute-Ham Raises for reps:#1: 8-10 reps#2: 8-10 reps#3: 8-10 reps*See notes for ROE & alt. methods,30,30,Reps,,"[{""reps"":10},{""reps"":10},{""reps"":10}]",Band-assisted @blue 💙 b/t rack otherwise strict w/ straps off bench w/ full ROM @Chest-to-Bench🧨💥🤘@RPE2,RX,,
03/01/2022,GPP,5RFWT & Load:• 50 Barbell Back-Rack Loaded Walk• 10 Over-the-Bar Burpees• 1 Snatch -Rest 2 min-*Score: Time/Load,0,24:00/185,Other / Text,,"[{""other"":""24:00/185""}]","alt. COA, I was time/willingness deprived today so did warm-up went #Sledvolution 6x60m @25% BW moved 🛷 anyhow push/dead/reverse drag AFAP w/ Snatch single (no misses => 95/125/135/165/185) couplet. @RPE4",SCALED,,
03/01/2022,Warm-up,10:00 @Convo Pace:• 10 Push Press • 5 Seated Box Jumps• 50 Lateral Line Hops• 5 Ring Muscle Ups or Inverted Ring Rows • 10 Alt. KB Snatch • 50 Handstand Walk,2,2,Emoji Selection,,"[{""index"":2}]",@RPE2,RX,,
03/02/2022,Front Squat 5x3,Front Squat for load: #1: 3 reps @ 55% #2: 3 reps @ 65% #3: 3 reps @ 75% #4: 3 reps @ 70% #5: 3 reps @ 60%,225,225,Load,Front Squat,"[{""load"":165,""success"":true},{""load"":185,""success"":true},{""load"":225,""success"":true},{""load"":225,""success"":true},{""load"":205,""success"":true}]",sets 3-5 => @DropSets += @17inchBox 3@str8w8 + bands ♥️ + chainz ⛓️ 4@- bands 5@- chainz ⛓️ @full-raw1x225/2x205,RX,,
03/02/2022,Conditioning,"5RFWT:• 12 Cal Row OR 10 Cal AirBike• 5 Plyo Push-ups to Plate(s)*• 2 Weighted* Pull-Ups*Rest 1:00*See Notes--score working time, height/load to comments",465,7:45,Time,,"[{""mins"":7,""secs"":45}]","3x @RPE4 🧨1:00-1:30 rest b/t rounds =>1) 2:00/@3.5""/@BW2) 1:30/@3.5 + 50# band 💙/70# KB3) 1:30/@3.5 + 15# ⛓️/15# ⛓️+50# band 💙",SCALED,,
